Reproduction	Support	Langue	Contenu	Bibliographie	Description physique	Nombre de feuillets	Nom BNF	Dimensions	Cote actuelle
	Volume en papier.	Manuscrit en latin	" Incipit Phillidis et Flore amoris altercatio ".	F. 74v-75/1995/utilisé comme source pp. 123, 125/[Art. n° II : M.-T. d'ALVERNY, « Alain de Lille et le Theologia »,L'homme devant Dieu, Mélanges offerts au Père Henri de Lubac II., Paris, 1964, p. 111-128]/Marie-Thérèse d'ALVERNY,Pensée médiévale en Occident. Théologie, magie et autres textes des XIIe-XIIIesiècles, Aldershot, Variorum, 1995/Mss. [ 8° Impr. 8740 1970/cité parmi les sources p. 218/Wilhelm MEYERS,Carmina Burana,t. 1, Heidelberg, C. Winter Universitätsverlag, 1970/Mss. [ 8° Impr. 6974 / 2010/Marie-Hélène JULLIEN (éd.),Clavis scriptorum latinorum Medii Aevii. Auctores Galliae 735-987, III, Indices, Corpus Christianorum Continuatio Medievalis, Turnhout : Brepols, 2010, cité p. 383 / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 259. / Publié par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 273. / Publiée en partie par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 277. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 279. / Publiée par M. Hauréau, ibid., p. 284. / Publiée en partie par M. Hauréau, ibid., p. 286. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 289. / Publié par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 296. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 298. " Seignor, volez oir de patre decio... " / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 300. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 306. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII. part. I, p. 308. / Publiée, par M. Hauréau, Notices et extraits des mss., t. XXXII. part. I, p. 310. / Publiée, par M. Hauréau, Notices et extraits des mss., t. XXXII. part. I, p. 312.			FRBNFEAD000069865	292 × 210 mm.	F. 75 v°
	Volume en papier.	Manuscrit en latin	" De peccatore et beata Maria. Sol intraverat virginem... "	F. 74v-75/1995/utilisé comme source pp. 123, 125/[Art. n° II : M.-T. d'ALVERNY, « Alain de Lille et le Theologia »,L'homme devant Dieu, Mélanges offerts au Père Henri de Lubac II., Paris, 1964, p. 111-128]/Marie-Thérèse d'ALVERNY,Pensée médiévale en Occident. Théologie, magie et autres textes des XIIe-XIIIesiècles, Aldershot, Variorum, 1995/Mss. [ 8° Impr. 8740 1970/cité parmi les sources p. 218/Wilhelm MEYERS,Carmina Burana,t. 1, Heidelberg, C. Winter Universitätsverlag, 1970/Mss. [ 8° Impr. 6974 / 2010/Marie-Hélène JULLIEN (éd.),Clavis scriptorum latinorum Medii Aevii. Auctores Galliae 735-987, III, Indices, Corpus Christianorum Continuatio Medievalis, Turnhout : Brepols, 2010, cité p. 383 / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 259. / Publié par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 273. / Publiée en partie par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 277. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 279. / Publiée par M. Hauréau, ibid., p. 284. / Publiée en partie par M. Hauréau, ibid., p. 286. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 289. / Publié par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 296. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 298. " Seignor, volez oir de patre decio... " / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 300. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 306. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII. part. I, p. 308. / Publiée, par M. Hauréau, Notices et extraits des mss., t. XXXII. part. I, p. 310. / Publiée, par M. Hauréau, Notices et extraits des mss., t. XXXII. part. I, p. 312.			FRBNFEAD000069865	292 × 210 mm.	F. 80
	Volume en papier.	Manuscrit en latin	" De scismate duorum paparum. "	F. 74v-75/1995/utilisé comme source pp. 123, 125/[Art. n° II : M.-T. d'ALVERNY, « Alain de Lille et le Theologia »,L'homme devant Dieu, Mélanges offerts au Père Henri de Lubac II., Paris, 1964, p. 111-128]/Marie-Thérèse d'ALVERNY,Pensée médiévale en Occident. Théologie, magie et autres textes des XIIe-XIIIesiècles, Aldershot, Variorum, 1995/Mss. [ 8° Impr. 8740 1970/cité parmi les sources p. 218/Wilhelm MEYERS,Carmina Burana,t. 1, Heidelberg, C. Winter Universitätsverlag, 1970/Mss. [ 8° Impr. 6974 / 2010/Marie-Hélène JULLIEN (éd.),Clavis scriptorum latinorum Medii Aevii. Auctores Galliae 735-987, III, Indices, Corpus Christianorum Continuatio Medievalis, Turnhout : Brepols, 2010, cité p. 383 / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 259. / Publié par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 273. / Publiée en partie par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 277. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 279. / Publiée par M. Hauréau, ibid., p. 284. / Publiée en partie par M. Hauréau, ibid., p. 286. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 289. / Publié par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 296. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 298. " Seignor, volez oir de patre decio... " / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 300. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 306. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII. part. I, p. 308. / Publiée, par M. Hauréau, Notices et extraits des mss., t. XXXII. part. I, p. 310. / Publiée, par M. Hauréau, Notices et extraits des mss., t. XXXII. part. I, p. 312.			FRBNFEAD000069865	292 × 210 mm.	F. 84
	Volume en papier.	Manuscrit en latin	" Incipiunt quinque gaudia beate Marie. Gaude, virge mater Christi... "	F. 74v-75/1995/utilisé comme source pp. 123, 125/[Art. n° II : M.-T. d'ALVERNY, « Alain de Lille et le Theologia »,L'homme devant Dieu, Mélanges offerts au Père Henri de Lubac II., Paris, 1964, p. 111-128]/Marie-Thérèse d'ALVERNY,Pensée médiévale en Occident. Théologie, magie et autres textes des XIIe-XIIIesiècles, Aldershot, Variorum, 1995/Mss. [ 8° Impr. 8740 1970/cité parmi les sources p. 218/Wilhelm MEYERS,Carmina Burana,t. 1, Heidelberg, C. Winter Universitätsverlag, 1970/Mss. [ 8° Impr. 6974 / 2010/Marie-Hélène JULLIEN (éd.),Clavis scriptorum latinorum Medii Aevii. Auctores Galliae 735-987, III, Indices, Corpus Christianorum Continuatio Medievalis, Turnhout : Brepols, 2010, cité p. 383 / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 259. / Publié par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 273. / Publiée en partie par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 277. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 279. / Publiée par M. Hauréau, ibid., p. 284. / Publiée en partie par M. Hauréau, ibid., p. 286. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 289. / Publié par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 296. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 298. " Seignor, volez oir de patre decio... " / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 300. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 306. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII. part. I, p. 308. / Publiée, par M. Hauréau, Notices et extraits des mss., t. XXXII. part. I, p. 310. / Publiée, par M. Hauréau, Notices et extraits des mss., t. XXXII. part. I, p. 312.			FRBNFEAD000069865	292 × 210 mm.	F. 85
	Volume en papier.	Manuscrit en latin	" Salutatio angeli ad Mariam. Ave, plena gratia, virgo, vas honoris... "	F. 74v-75/1995/utilisé comme source pp. 123, 125/[Art. n° II : M.-T. d'ALVERNY, « Alain de Lille et le Theologia »,L'homme devant Dieu, Mélanges offerts au Père Henri de Lubac II., Paris, 1964, p. 111-128]/Marie-Thérèse d'ALVERNY,Pensée médiévale en Occident. Théologie, magie et autres textes des XIIe-XIIIesiècles, Aldershot, Variorum, 1995/Mss. [ 8° Impr. 8740 1970/cité parmi les sources p. 218/Wilhelm MEYERS,Carmina Burana,t. 1, Heidelberg, C. Winter Universitätsverlag, 1970/Mss. [ 8° Impr. 6974 / 2010/Marie-Hélène JULLIEN (éd.),Clavis scriptorum latinorum Medii Aevii. Auctores Galliae 735-987, III, Indices, Corpus Christianorum Continuatio Medievalis, Turnhout : Brepols, 2010, cité p. 383 / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 259. / Publié par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 273. / Publiée en partie par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 277. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 279. / Publiée par M. Hauréau, ibid., p. 284. / Publiée en partie par M. Hauréau, ibid., p. 286. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 289. / Publié par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 296. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 298. " Seignor, volez oir de patre decio... " / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 300. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 306. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII. part. I, p. 308. / Publiée, par M. Hauréau, Notices et extraits des mss., t. XXXII. part. I, p. 310. / Publiée, par M. Hauréau, Notices et extraits des mss., t. XXXII. part. I, p. 312.			FRBNFEAD000069865	292 × 210 mm.	F. 85 v°
	Volume en papier.	Manuscrit en latin	" Contra curiam Romanam. Frigescente caritatis in terris igniculo... "	F. 74v-75/1995/utilisé comme source pp. 123, 125/[Art. n° II : M.-T. d'ALVERNY, « Alain de Lille et le Theologia »,L'homme devant Dieu, Mélanges offerts au Père Henri de Lubac II., Paris, 1964, p. 111-128]/Marie-Thérèse d'ALVERNY,Pensée médiévale en Occident. Théologie, magie et autres textes des XIIe-XIIIesiècles, Aldershot, Variorum, 1995/Mss. [ 8° Impr. 8740 1970/cité parmi les sources p. 218/Wilhelm MEYERS,Carmina Burana,t. 1, Heidelberg, C. Winter Universitätsverlag, 1970/Mss. [ 8° Impr. 6974 / 2010/Marie-Hélène JULLIEN (éd.),Clavis scriptorum latinorum Medii Aevii. Auctores Galliae 735-987, III, Indices, Corpus Christianorum Continuatio Medievalis, Turnhout : Brepols, 2010, cité p. 383 / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 259. / Publié par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 273. / Publiée en partie par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 277. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 279. / Publiée par M. Hauréau, ibid., p. 284. / Publiée en partie par M. Hauréau, ibid., p. 286. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 289. / Publié par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 296. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 298. " Seignor, volez oir de patre decio... " / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 300. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 306. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII. part. I, p. 308. / Publiée, par M. Hauréau, Notices et extraits des mss., t. XXXII. part. I, p. 310. / Publiée, par M. Hauréau, Notices et extraits des mss., t. XXXII. part. I, p. 312.			FRBNFEAD000069865	292 × 210 mm.	F. 86 v°
	Volume en papier.	Manuscrit en latin	" Ad idem. Ecce sonat in apperto... " Pièce de 50 vers plusieurs fois publiée.	F. 74v-75/1995/utilisé comme source pp. 123, 125/[Art. n° II : M.-T. d'ALVERNY, « Alain de Lille et le Theologia »,L'homme devant Dieu, Mélanges offerts au Père Henri de Lubac II., Paris, 1964, p. 111-128]/Marie-Thérèse d'ALVERNY,Pensée médiévale en Occident. Théologie, magie et autres textes des XIIe-XIIIesiècles, Aldershot, Variorum, 1995/Mss. [ 8° Impr. 8740 1970/cité parmi les sources p. 218/Wilhelm MEYERS,Carmina Burana,t. 1, Heidelberg, C. Winter Universitätsverlag, 1970/Mss. [ 8° Impr. 6974 / 2010/Marie-Hélène JULLIEN (éd.),Clavis scriptorum latinorum Medii Aevii. Auctores Galliae 735-987, III, Indices, Corpus Christianorum Continuatio Medievalis, Turnhout : Brepols, 2010, cité p. 383 / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 259. / Publié par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 273. / Publiée en partie par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 277. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 279. / Publiée par M. Hauréau, ibid., p. 284. / Publiée en partie par M. Hauréau, ibid., p. 286. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 289. / Publié par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 296. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 298. " Seignor, volez oir de patre decio... " / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 300. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 306. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII. part. I, p. 308. / Publiée, par M. Hauréau, Notices et extraits des mss., t. XXXII. part. I, p. 310. / Publiée, par M. Hauréau, Notices et extraits des mss., t. XXXII. part. I, p. 312.			FRBNFEAD000069865	292 × 210 mm.	F. 87
	Volume en papier.	Manuscrit en latin	" Ad papam, causa aliquid obtinendi. Tanto viro locuturi... "	F. 74v-75/1995/utilisé comme source pp. 123, 125/[Art. n° II : M.-T. d'ALVERNY, « Alain de Lille et le Theologia »,L'homme devant Dieu, Mélanges offerts au Père Henri de Lubac II., Paris, 1964, p. 111-128]/Marie-Thérèse d'ALVERNY,Pensée médiévale en Occident. Théologie, magie et autres textes des XIIe-XIIIesiècles, Aldershot, Variorum, 1995/Mss. [ 8° Impr. 8740 1970/cité parmi les sources p. 218/Wilhelm MEYERS,Carmina Burana,t. 1, Heidelberg, C. Winter Universitätsverlag, 1970/Mss. [ 8° Impr. 6974 / 2010/Marie-Hélène JULLIEN (éd.),Clavis scriptorum latinorum Medii Aevii. Auctores Galliae 735-987, III, Indices, Corpus Christianorum Continuatio Medievalis, Turnhout : Brepols, 2010, cité p. 383 / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 259. / Publié par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 273. / Publiée en partie par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 277. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 279. / Publiée par M. Hauréau, ibid., p. 284. / Publiée en partie par M. Hauréau, ibid., p. 286. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 289. / Publié par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 296. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 298. " Seignor, volez oir de patre decio... " / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 300. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 306. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII. part. I, p. 308. / Publiée, par M. Hauréau, Notices et extraits des mss., t. XXXII. part. I, p. 310. / Publiée, par M. Hauréau, Notices et extraits des mss., t. XXXII. part. I, p. 312.			FRBNFEAD000069865	292 × 210 mm.	F. 87 v°
	Volume en papier.	Manuscrit en latin	" Contra Grandismontis conversos. Respiciat Emanuel... "	F. 74v-75/1995/utilisé comme source pp. 123, 125/[Art. n° II : M.-T. d'ALVERNY, « Alain de Lille et le Theologia »,L'homme devant Dieu, Mélanges offerts au Père Henri de Lubac II., Paris, 1964, p. 111-128]/Marie-Thérèse d'ALVERNY,Pensée médiévale en Occident. Théologie, magie et autres textes des XIIe-XIIIesiècles, Aldershot, Variorum, 1995/Mss. [ 8° Impr. 8740 1970/cité parmi les sources p. 218/Wilhelm MEYERS,Carmina Burana,t. 1, Heidelberg, C. Winter Universitätsverlag, 1970/Mss. [ 8° Impr. 6974 / 2010/Marie-Hélène JULLIEN (éd.),Clavis scriptorum latinorum Medii Aevii. Auctores Galliae 735-987, III, Indices, Corpus Christianorum Continuatio Medievalis, Turnhout : Brepols, 2010, cité p. 383 / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 259. / Publié par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 273. / Publiée en partie par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 277. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 279. / Publiée par M. Hauréau, ibid., p. 284. / Publiée en partie par M. Hauréau, ibid., p. 286. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 289. / Publié par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 296. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 298. " Seignor, volez oir de patre decio... " / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 300. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 306. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII. part. I, p. 308. / Publiée, par M. Hauréau, Notices et extraits des mss., t. XXXII. part. I, p. 310. / Publiée, par M. Hauréau, Notices et extraits des mss., t. XXXII. part. I, p. 312.			FRBNFEAD000069865	292 × 210 mm.	F. 89
	Volume en papier.	Manuscrit en latin	v°. " Incipit causa pauperis scolaris et divitis. In sublimi solio Salomon sedebat... "	F. 74v-75/1995/utilisé comme source pp. 123, 125/[Art. n° II : M.-T. d'ALVERNY, « Alain de Lille et le Theologia »,L'homme devant Dieu, Mélanges offerts au Père Henri de Lubac II., Paris, 1964, p. 111-128]/Marie-Thérèse d'ALVERNY,Pensée médiévale en Occident. Théologie, magie et autres textes des XIIe-XIIIesiècles, Aldershot, Variorum, 1995/Mss. [ 8° Impr. 8740 1970/cité parmi les sources p. 218/Wilhelm MEYERS,Carmina Burana,t. 1, Heidelberg, C. Winter Universitätsverlag, 1970/Mss. [ 8° Impr. 6974 / 2010/Marie-Hélène JULLIEN (éd.),Clavis scriptorum latinorum Medii Aevii. Auctores Galliae 735-987, III, Indices, Corpus Christianorum Continuatio Medievalis, Turnhout : Brepols, 2010, cité p. 383 / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 259. / Publié par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 273. / Publiée en partie par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 277. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 279. / Publiée par M. Hauréau, ibid., p. 284. / Publiée en partie par M. Hauréau, ibid., p. 286. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 289. / Publié par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 296. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 298. " Seignor, volez oir de patre decio... " / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 300. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 306. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII. part. I, p. 308. / Publiée, par M. Hauréau, Notices et extraits des mss., t. XXXII. part. I, p. 310. / Publiée, par M. Hauréau, Notices et extraits des mss., t. XXXII. part. I, p. 312.			FRBNFEAD000069865	292 × 210 mm.	F. 89
	Volume en papier.	Manuscrit en latin	" Causa Acis et Poliphemi pro Galatea habenda. Puer ferens pharetras, judex, juris scutum... "	F. 74v-75/1995/utilisé comme source pp. 123, 125/[Art. n° II : M.-T. d'ALVERNY, « Alain de Lille et le Theologia »,L'homme devant Dieu, Mélanges offerts au Père Henri de Lubac II., Paris, 1964, p. 111-128]/Marie-Thérèse d'ALVERNY,Pensée médiévale en Occident. Théologie, magie et autres textes des XIIe-XIIIesiècles, Aldershot, Variorum, 1995/Mss. [ 8° Impr. 8740 1970/cité parmi les sources p. 218/Wilhelm MEYERS,Carmina Burana,t. 1, Heidelberg, C. Winter Universitätsverlag, 1970/Mss. [ 8° Impr. 6974 / 2010/Marie-Hélène JULLIEN (éd.),Clavis scriptorum latinorum Medii Aevii. Auctores Galliae 735-987, III, Indices, Corpus Christianorum Continuatio Medievalis, Turnhout : Brepols, 2010, cité p. 383 / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 259. / Publié par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 273. / Publiée en partie par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 277. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 279. / Publiée par M. Hauréau, ibid., p. 284. / Publiée en partie par M. Hauréau, ibid., p. 286. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 289. / Publié par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 296. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 298. " Seignor, volez oir de patre decio... " / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 300. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 306. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII. part. I, p. 308. / Publiée, par M. Hauréau, Notices et extraits des mss., t. XXXII. part. I, p. 310. / Publiée, par M. Hauréau, Notices et extraits des mss., t. XXXII. part. I, p. 312.			FRBNFEAD000069865	292 × 210 mm.	F. 91
	Volume en papier.	Manuscrit en latin	" Incipit causa viri ementulati et ejus uxoris petentis fieri divortium. Ave, pater gencium... "Il semble que cette pièce soit du temps du pape Innocent IV. Le poète a mis ces deux vers dans la bouche de la plaignante : Ha crucior modicum ; michi te prestes amicum, // Tu qui scismaticum condempnasti Federicum.	F. 74v-75/1995/utilisé comme source pp. 123, 125/[Art. n° II : M.-T. d'ALVERNY, « Alain de Lille et le Theologia »,L'homme devant Dieu, Mélanges offerts au Père Henri de Lubac II., Paris, 1964, p. 111-128]/Marie-Thérèse d'ALVERNY,Pensée médiévale en Occident. Théologie, magie et autres textes des XIIe-XIIIesiècles, Aldershot, Variorum, 1995/Mss. [ 8° Impr. 8740 1970/cité parmi les sources p. 218/Wilhelm MEYERS,Carmina Burana,t. 1, Heidelberg, C. Winter Universitätsverlag, 1970/Mss. [ 8° Impr. 6974 / 2010/Marie-Hélène JULLIEN (éd.),Clavis scriptorum latinorum Medii Aevii. Auctores Galliae 735-987, III, Indices, Corpus Christianorum Continuatio Medievalis, Turnhout : Brepols, 2010, cité p. 383 / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 259. / Publié par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 273. / Publiée en partie par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 277. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 279. / Publiée par M. Hauréau, ibid., p. 284. / Publiée en partie par M. Hauréau, ibid., p. 286. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 289. / Publié par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 296. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 298. " Seignor, volez oir de patre decio... " / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 300. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 306. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII. part. I, p. 308. / Publiée, par M. Hauréau, Notices et extraits des mss., t. XXXII. part. I, p. 310. / Publiée, par M. Hauréau, Notices et extraits des mss., t. XXXII. part. I, p. 312.			FRBNFEAD000069865	292 × 210 mm.	F. 92 v°
	Volume en papier.	Manuscrit en latin	" Causa pauperis scolaris cum presbitero. Hora nena sabbati... "	F. 74v-75/1995/utilisé comme source pp. 123, 125/[Art. n° II : M.-T. d'ALVERNY, « Alain de Lille et le Theologia »,L'homme devant Dieu, Mélanges offerts au Père Henri de Lubac II., Paris, 1964, p. 111-128]/Marie-Thérèse d'ALVERNY,Pensée médiévale en Occident. Théologie, magie et autres textes des XIIe-XIIIesiècles, Aldershot, Variorum, 1995/Mss. [ 8° Impr. 8740 1970/cité parmi les sources p. 218/Wilhelm MEYERS,Carmina Burana,t. 1, Heidelberg, C. Winter Universitätsverlag, 1970/Mss. [ 8° Impr. 6974 / 2010/Marie-Hélène JULLIEN (éd.),Clavis scriptorum latinorum Medii Aevii. Auctores Galliae 735-987, III, Indices, Corpus Christianorum Continuatio Medievalis, Turnhout : Brepols, 2010, cité p. 383 / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 259. / Publié par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 273. / Publiée en partie par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 277. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 279. / Publiée par M. Hauréau, ibid., p. 284. / Publiée en partie par M. Hauréau, ibid., p. 286. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 289. / Publié par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 296. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 298. " Seignor, volez oir de patre decio... " / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 300. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII, part. I, p. 306. / Publiée par M. Hauréau, Notices et extraits des mss., t. XXXII. part. I, p. 308. / Publiée, par M. Hauréau, Notices et extraits des mss., t. XXXII. part. I, p. 310. / Publiée, par M. Hauréau, Notices et extraits des mss., t. XXXII. part. I, p. 312.			FRBNFEAD000069865	292 × 210 mm.	F. 94
